Job_Title,Experience,Skills,Education,Language,Soft_Skills,Full_Description
Order Fulfillment Associate,No experience but strong motivation,"Return Handling, Customer Service, Product Description Writing, SEO, Google Ads",Diploma in E-commerce or IT,Fluent English,Attention to detail and teamwork,"Order Fulfillment Associate with No experience but strong motivation experience required. Skills needed: Return Handling, Customer Service, Product Description Writing, SEO, Google Ads. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Digital Marketing Assistant,3+ years,"Copywriting, Social Media Marketing, Customer Service, Product Description Writing",Diploma in E-commerce or IT,Multilingual preferred,Problem-solving and customer-first mindset,"Digital Marketing Assistant with 3+ years experience required. Skills needed: Copywriting, Social Media Marketing, Customer Service, Product Description Writing. Education: Diploma in E-commerce or IT. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Inventory Analyst,2+ years,"Shopify, Google Ads, Inventory Management, Excel, Product Description Writing",High School diploma,Fluent English,Attention to detail and teamwork,"Inventory Analyst with 2+ years experience required. Skills needed: Shopify, Google Ads, Inventory Management, Excel, Product Description Writing. Education: High School diploma. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Inventory Analyst,No experience but strong motivation,"Zapier, Return Handling, Customer Service","Bachelor's degree in Business, Marketing or related",Fluent English,Strong communication and time management skills,"Inventory Analyst with No experience but strong motivation experience required. Skills needed: Zapier, Return Handling, Customer Service. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Strong communication and time management skills."
Logistics Coordinator,2+ years,"Excel, Copywriting, Amazon Seller Central, CRM Tools, Customer Service, Inventory Management","Bachelor's degree in Business, Marketing or related",Fluent English,Attention to detail and teamwork,"Logistics Coordinator with 2+ years experience required. Skills needed: Excel, Copywriting, Amazon Seller Central, CRM Tools, Customer Service, Inventory Management. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Email Campaign Assistant,3+ years,"Return Handling, Amazon Seller Central, Google Ads, Social Media Marketing, Zapier",High School diploma,Multilingual preferred,Attention to detail and teamwork,"Email Campaign Assistant with 3+ years experience required. Skills needed: Return Handling, Amazon Seller Central, Google Ads, Social Media Marketing, Zapier. Education: High School diploma. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Logistics Coordinator,3+ years,"Product Description Writing, Google Ads, Order Management, Return Handling, Amazon Seller Central",High School diploma,Good written English,Strong communication and time management skills,"Logistics Coordinator with 3+ years experience required. Skills needed: Product Description Writing, Google Ads, Order Management, Return Handling, Amazon Seller Central. Education: High School diploma. Language: Good written English. Soft skills: Strong communication and time management skills."
Digital Marketing Assistant,3+ years,"Inventory Management, Product Description Writing, Amazon Seller Central, Excel",High School diploma,Good written English,Problem-solving and customer-first mindset,"Digital Marketing Assistant with 3+ years experience required. Skills needed: Inventory Management, Product Description Writing, Amazon Seller Central, Excel. Education: High School diploma. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Marketplace Account Executive,1+ years,"Social Media Marketing, Zapier, Amazon Seller Central, Shopify","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Attention to detail and teamwork,"Marketplace Account Executive with 1+ years experience required. Skills needed: Social Media Marketing, Zapier, Amazon Seller Central, Shopify. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Order Fulfillment Associate,No experience but strong motivation,"Return Handling, Customer Service, SEO, Order Management",High School diploma,Fluent English,Attention to detail and teamwork,"Order Fulfillment Associate with No experience but strong motivation experience required. Skills needed: Return Handling, Customer Service, SEO, Order Management. Education: High School diploma. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Inventory Analyst,3+ years,"Amazon Seller Central, Customer Service, Zapier, Inventory Management, Product Description Writing, Excel",High School diploma,Multilingual preferred,Attention to detail and teamwork,"Inventory Analyst with 3+ years experience required. Skills needed: Amazon Seller Central, Customer Service, Zapier, Inventory Management, Product Description Writing, Excel. Education: High School diploma. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Content Writer (E-commerce),No experience but strong motivation,"Zapier, Inventory Management, Customer Service, SEO, Social Media Marketing, Copywriting",High School diploma,Multilingual preferred,Strong communication and time management skills,"Content Writer (E-commerce) with No experience but strong motivation experience required. Skills needed: Zapier, Inventory Management, Customer Service, SEO, Social Media Marketing, Copywriting. Education: High School diploma. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Product Listing Manager,1+ years,"Social Media Marketing, Copywriting, Zapier, Shopify, Google Ads",Diploma in E-commerce or IT,Multilingual preferred,Problem-solving and customer-first mindset,"Product Listing Manager with 1+ years experience required. Skills needed: Social Media Marketing, Copywriting, Zapier, Shopify, Google Ads. Education: Diploma in E-commerce or IT. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Digital Marketing Assistant,1+ years,"Return Handling, SEO, Excel",High School diploma,Good written English,Strong communication and time management skills,"Digital Marketing Assistant with 1+ years experience required. Skills needed: Return Handling, SEO, Excel. Education: High School diploma. Language: Good written English. Soft skills: Strong communication and time management skills."
Inventory Analyst,No experience but strong motivation,"Return Handling, Product Description Writing, Shopify, Amazon Seller Central","Bachelor's degree in Business, Marketing or related",Good written English,Problem-solving and customer-first mindset,"Inventory Analyst with No experience but strong motivation experience required. Skills needed: Return Handling, Product Description Writing, Shopify, Amazon Seller Central. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
E-commerce Customer Service Specialist,3+ years,"Copywriting, Excel, CRM Tools, Shopify",High School diploma,Good written English,Strong communication and time management skills,"E-commerce Customer Service Specialist with 3+ years experience required. Skills needed: Copywriting, Excel, CRM Tools, Shopify. Education: High School diploma. Language: Good written English. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),2+ years,"Amazon Seller Central, Product Description Writing, Google Ads, Excel",High School diploma,Multilingual preferred,Problem-solving and customer-first mindset,"Content Writer (E-commerce) with 2+ years experience required. Skills needed: Amazon Seller Central, Product Description Writing, Google Ads, Excel. Education: High School diploma. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Email Campaign Assistant,No experience but strong motivation,"Product Description Writing, Order Management, SEO",High School diploma,Multilingual preferred,Strong communication and time management skills,"Email Campaign Assistant with No experience but strong motivation experience required. Skills needed: Product Description Writing, Order Management, SEO. Education: High School diploma. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),3+ years,"Google Ads, SEO, Excel, Copywriting",Diploma in E-commerce or IT,Fluent English,Problem-solving and customer-first mindset,"Content Writer (E-commerce) with 3+ years experience required. Skills needed: Google Ads, SEO, Excel, Copywriting. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Marketplace Account Executive,3+ years,"Excel, Order Management, Google Ads, Copywriting, Inventory Management, CRM Tools","Bachelor's degree in Business, Marketing or related",Fluent English,Strong communication and time management skills,"Marketplace Account Executive with 3+ years experience required. Skills needed: Excel, Order Management, Google Ads, Copywriting, Inventory Management, CRM Tools. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Strong communication and time management skills."
Logistics Coordinator,2+ years,"SEO, Zapier, CRM Tools, Shopify, Copywriting","Bachelor's degree in Business, Marketing or related",Fluent English,Problem-solving and customer-first mindset,"Logistics Coordinator with 2+ years experience required. Skills needed: SEO, Zapier, CRM Tools, Shopify, Copywriting. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Content Writer (E-commerce),3+ years,"Inventory Management, Zapier, Return Handling, Social Media Marketing",Diploma in E-commerce or IT,Fluent English,Strong communication and time management skills,"Content Writer (E-commerce) with 3+ years experience required. Skills needed: Inventory Management, Zapier, Return Handling, Social Media Marketing. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Strong communication and time management skills."
Inventory Analyst,3+ years,"Amazon Seller Central, SEO, CRM Tools, Zapier, Customer Service",High School diploma,Good written English,Strong communication and time management skills,"Inventory Analyst with 3+ years experience required. Skills needed: Amazon Seller Central, SEO, CRM Tools, Zapier, Customer Service. Education: High School diploma. Language: Good written English. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),3+ years,"Return Handling, Social Media Marketing, SEO",High School diploma,Fluent English,Attention to detail and teamwork,"Content Writer (E-commerce) with 3+ years experience required. Skills needed: Return Handling, Social Media Marketing, SEO. Education: High School diploma. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Order Fulfillment Associate,1+ years,"Amazon Seller Central, Excel, Google Ads, Shopify, CRM Tools",High School diploma,Good written English,Strong communication and time management skills,"Order Fulfillment Associate with 1+ years experience required. Skills needed: Amazon Seller Central, Excel, Google Ads, Shopify, CRM Tools. Education: High School diploma. Language: Good written English. Soft skills: Strong communication and time management skills."
Email Campaign Assistant,1+ years,"Social Media Marketing, Customer Service, Inventory Management",High School diploma,Good written English,Attention to detail and teamwork,"Email Campaign Assistant with 1+ years experience required. Skills needed: Social Media Marketing, Customer Service, Inventory Management. Education: High School diploma. Language: Good written English. Soft skills: Attention to detail and teamwork."
Logistics Coordinator,1+ years,"Zapier, Customer Service, Return Handling, Excel",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Logistics Coordinator with 1+ years experience required. Skills needed: Zapier, Customer Service, Return Handling, Excel. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),3+ years,"Customer Service, Google Ads, Inventory Management, Shopify","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Problem-solving and customer-first mindset,"Content Writer (E-commerce) with 3+ years experience required. Skills needed: Customer Service, Google Ads, Inventory Management, Shopify. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Email Campaign Assistant,No experience but strong motivation,"SEO, Inventory Management, Shopify, CRM Tools, Excel, Amazon Seller Central",High School diploma,Fluent English,Attention to detail and teamwork,"Email Campaign Assistant with No experience but strong motivation experience required. Skills needed: SEO, Inventory Management, Shopify, CRM Tools, Excel, Amazon Seller Central. Education: High School diploma. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Email Campaign Assistant,1+ years,"Google Ads, Zapier, Return Handling",High School diploma,Multilingual preferred,Attention to detail and teamwork,"Email Campaign Assistant with 1+ years experience required. Skills needed: Google Ads, Zapier, Return Handling. Education: High School diploma. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Product Listing Manager,1+ years,"CRM Tools, Customer Service, Product Description Writing, Return Handling, Amazon Seller Central","Bachelor's degree in Business, Marketing or related",Good written English,Problem-solving and customer-first mindset,"Product Listing Manager with 1+ years experience required. Skills needed: CRM Tools, Customer Service, Product Description Writing, Return Handling, Amazon Seller Central. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Email Campaign Assistant,No experience but strong motivation,"Order Management, Shopify, Excel, Product Description Writing, Google Ads, Zapier",Diploma in E-commerce or IT,Multilingual preferred,Problem-solving and customer-first mindset,"Email Campaign Assistant with No experience but strong motivation experience required. Skills needed: Order Management, Shopify, Excel, Product Description Writing, Google Ads, Zapier. Education: Diploma in E-commerce or IT. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Content Writer (E-commerce),3+ years,"Return Handling, Social Media Marketing, Excel, Google Ads","Bachelor's degree in Business, Marketing or related",Good written English,Attention to detail and teamwork,"Content Writer (E-commerce) with 3+ years experience required. Skills needed: Return Handling, Social Media Marketing, Excel, Google Ads. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Attention to detail and teamwork."
Inventory Analyst,2+ years,"Zapier, Google Ads, Shopify, SEO, Product Description Writing, Order Management",Diploma in E-commerce or IT,Fluent English,Attention to detail and teamwork,"Inventory Analyst with 2+ years experience required. Skills needed: Zapier, Google Ads, Shopify, SEO, Product Description Writing, Order Management. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Inventory Analyst,3+ years,"Customer Service, Product Description Writing, CRM Tools, Copywriting, Shopify, Inventory Management","Bachelor's degree in Business, Marketing or related",Good written English,Attention to detail and teamwork,"Inventory Analyst with 3+ years experience required. Skills needed: Customer Service, Product Description Writing, CRM Tools, Copywriting, Shopify, Inventory Management. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Attention to detail and teamwork."
Order Fulfillment Associate,1+ years,"CRM Tools, Customer Service, Inventory Management, Copywriting, Excel, Google Ads",High School diploma,Good written English,Problem-solving and customer-first mindset,"Order Fulfillment Associate with 1+ years experience required. Skills needed: CRM Tools, Customer Service, Inventory Management, Copywriting, Excel, Google Ads. Education: High School diploma. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Email Campaign Assistant,1+ years,"Excel, Shopify, Order Management, Social Media Marketing, Amazon Seller Central","Bachelor's degree in Business, Marketing or related",Good written English,Strong communication and time management skills,"Email Campaign Assistant with 1+ years experience required. Skills needed: Excel, Shopify, Order Management, Social Media Marketing, Amazon Seller Central. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Strong communication and time management skills."
E-commerce Customer Service Specialist,No experience but strong motivation,"Shopify, Amazon Seller Central, Inventory Management, Zapier","Bachelor's degree in Business, Marketing or related",Good written English,Attention to detail and teamwork,"E-commerce Customer Service Specialist with No experience but strong motivation experience required. Skills needed: Shopify, Amazon Seller Central, Inventory Management, Zapier. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Attention to detail and teamwork."
Content Writer (E-commerce),1+ years,"CRM Tools, Order Management, Product Description Writing",High School diploma,Multilingual preferred,Strong communication and time management skills,"Content Writer (E-commerce) with 1+ years experience required. Skills needed: CRM Tools, Order Management, Product Description Writing. Education: High School diploma. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Inventory Analyst,1+ years,"Social Media Marketing, CRM Tools, Google Ads",Diploma in E-commerce or IT,Multilingual preferred,Strong communication and time management skills,"Inventory Analyst with 1+ years experience required. Skills needed: Social Media Marketing, CRM Tools, Google Ads. Education: Diploma in E-commerce or IT. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
E-commerce Customer Service Specialist,1+ years,"Order Management, Amazon Seller Central, CRM Tools, Inventory Management, Zapier",Diploma in E-commerce or IT,Good written English,Problem-solving and customer-first mindset,"E-commerce Customer Service Specialist with 1+ years experience required. Skills needed: Order Management, Amazon Seller Central, CRM Tools, Inventory Management, Zapier. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Product Listing Manager,1+ years,"Customer Service, SEO, Return Handling, CRM Tools",High School diploma,Good written English,Strong communication and time management skills,"Product Listing Manager with 1+ years experience required. Skills needed: Customer Service, SEO, Return Handling, CRM Tools. Education: High School diploma. Language: Good written English. Soft skills: Strong communication and time management skills."
Marketplace Account Executive,3+ years,"Zapier, Amazon Seller Central, Inventory Management, Excel, Product Description Writing",High School diploma,Multilingual preferred,Strong communication and time management skills,"Marketplace Account Executive with 3+ years experience required. Skills needed: Zapier, Amazon Seller Central, Inventory Management, Excel, Product Description Writing. Education: High School diploma. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
E-commerce Customer Service Specialist,No experience but strong motivation,"Shopify, SEO, Customer Service, Zapier, Copywriting, Product Description Writing",Diploma in E-commerce or IT,Fluent English,Strong communication and time management skills,"E-commerce Customer Service Specialist with No experience but strong motivation experience required. Skills needed: Shopify, SEO, Customer Service, Zapier, Copywriting, Product Description Writing. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),2+ years,"Social Media Marketing, Order Management, Inventory Management, Return Handling, Customer Service",High School diploma,Multilingual preferred,Attention to detail and teamwork,"Content Writer (E-commerce) with 2+ years experience required. Skills needed: Social Media Marketing, Order Management, Inventory Management, Return Handling, Customer Service. Education: High School diploma. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Marketplace Account Executive,1+ years,"CRM Tools, Social Media Marketing, Zapier, Amazon Seller Central, Google Ads",Diploma in E-commerce or IT,Multilingual preferred,Strong communication and time management skills,"Marketplace Account Executive with 1+ years experience required. Skills needed: CRM Tools, Social Media Marketing, Zapier, Amazon Seller Central, Google Ads. Education: Diploma in E-commerce or IT. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Order Fulfillment Associate,2+ years,"CRM Tools, Social Media Marketing, Zapier, Shopify","Bachelor's degree in Business, Marketing or related",Fluent English,Strong communication and time management skills,"Order Fulfillment Associate with 2+ years experience required. Skills needed: CRM Tools, Social Media Marketing, Zapier, Shopify. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),2+ years,"Social Media Marketing, Amazon Seller Central, Order Management, Product Description Writing","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Attention to detail and teamwork,"Content Writer (E-commerce) with 2+ years experience required. Skills needed: Social Media Marketing, Amazon Seller Central, Order Management, Product Description Writing. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Content Writer (E-commerce),2+ years,"Product Description Writing, Excel, CRM Tools",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Content Writer (E-commerce) with 2+ years experience required. Skills needed: Product Description Writing, Excel, CRM Tools. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Digital Marketing Assistant,2+ years,"CRM Tools, Copywriting, Product Description Writing",Diploma in E-commerce or IT,Good written English,Problem-solving and customer-first mindset,"Digital Marketing Assistant with 2+ years experience required. Skills needed: CRM Tools, Copywriting, Product Description Writing. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Digital Marketing Assistant,3+ years,"CRM Tools, Copywriting, Amazon Seller Central, Google Ads",Diploma in E-commerce or IT,Good written English,Attention to detail and teamwork,"Digital Marketing Assistant with 3+ years experience required. Skills needed: CRM Tools, Copywriting, Amazon Seller Central, Google Ads. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Attention to detail and teamwork."
Email Campaign Assistant,1+ years,"Copywriting, Shopify, Zapier, Return Handling, Amazon Seller Central","Bachelor's degree in Business, Marketing or related",Good written English,Problem-solving and customer-first mindset,"Email Campaign Assistant with 1+ years experience required. Skills needed: Copywriting, Shopify, Zapier, Return Handling, Amazon Seller Central. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Digital Marketing Assistant,3+ years,"Excel, Order Management, Customer Service, Zapier","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Attention to detail and teamwork,"Digital Marketing Assistant with 3+ years experience required. Skills needed: Excel, Order Management, Customer Service, Zapier. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Inventory Analyst,1+ years,"CRM Tools, Order Management, Return Handling, Amazon Seller Central, Copywriting",High School diploma,Good written English,Strong communication and time management skills,"Inventory Analyst with 1+ years experience required. Skills needed: CRM Tools, Order Management, Return Handling, Amazon Seller Central, Copywriting. Education: High School diploma. Language: Good written English. Soft skills: Strong communication and time management skills."
Marketplace Account Executive,No experience but strong motivation,"Copywriting, Return Handling, SEO, Zapier, Customer Service, Order Management","Bachelor's degree in Business, Marketing or related",Good written English,Problem-solving and customer-first mindset,"Marketplace Account Executive with No experience but strong motivation experience required. Skills needed: Copywriting, Return Handling, SEO, Zapier, Customer Service, Order Management. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Logistics Coordinator,No experience but strong motivation,"Product Description Writing, Google Ads, SEO","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Strong communication and time management skills,"Logistics Coordinator with No experience but strong motivation experience required. Skills needed: Product Description Writing, Google Ads, SEO. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Digital Marketing Assistant,1+ years,"Return Handling, Inventory Management, Order Management, Copywriting, Shopify",High School diploma,Good written English,Problem-solving and customer-first mindset,"Digital Marketing Assistant with 1+ years experience required. Skills needed: Return Handling, Inventory Management, Order Management, Copywriting, Shopify. Education: High School diploma. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Content Writer (E-commerce),1+ years,"Shopify, Customer Service, Copywriting, Social Media Marketing, Product Description Writing, CRM Tools",Diploma in E-commerce or IT,Fluent English,Attention to detail and teamwork,"Content Writer (E-commerce) with 1+ years experience required. Skills needed: Shopify, Customer Service, Copywriting, Social Media Marketing, Product Description Writing, CRM Tools. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Attention to detail and teamwork."
E-commerce Customer Service Specialist,No experience but strong motivation,"Copywriting, CRM Tools, Google Ads, Social Media Marketing",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"E-commerce Customer Service Specialist with No experience but strong motivation experience required. Skills needed: Copywriting, CRM Tools, Google Ads, Social Media Marketing. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),No experience but strong motivation,"Shopify, Copywriting, Google Ads",Diploma in E-commerce or IT,Good written English,Attention to detail and teamwork,"Content Writer (E-commerce) with No experience but strong motivation experience required. Skills needed: Shopify, Copywriting, Google Ads. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Attention to detail and teamwork."
Digital Marketing Assistant,2+ years,"Order Management, CRM Tools, Product Description Writing, Zapier, Excel",High School diploma,Multilingual preferred,Strong communication and time management skills,"Digital Marketing Assistant with 2+ years experience required. Skills needed: Order Management, CRM Tools, Product Description Writing, Zapier, Excel. Education: High School diploma. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
E-commerce Customer Service Specialist,1+ years,"Return Handling, Excel, Social Media Marketing, Copywriting, Amazon Seller Central, Product Description Writing","Bachelor's degree in Business, Marketing or related",Fluent English,Attention to detail and teamwork,"E-commerce Customer Service Specialist with 1+ years experience required. Skills needed: Return Handling, Excel, Social Media Marketing, Copywriting, Amazon Seller Central, Product Description Writing. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Content Writer (E-commerce),1+ years,"Amazon Seller Central, Inventory Management, Order Management, Zapier, Return Handling","Bachelor's degree in Business, Marketing or related",Good written English,Problem-solving and customer-first mindset,"Content Writer (E-commerce) with 1+ years experience required. Skills needed: Amazon Seller Central, Inventory Management, Order Management, Zapier, Return Handling. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Digital Marketing Assistant,No experience but strong motivation,"Shopify, Customer Service, Copywriting, Order Management",Diploma in E-commerce or IT,Good written English,Attention to detail and teamwork,"Digital Marketing Assistant with No experience but strong motivation experience required. Skills needed: Shopify, Customer Service, Copywriting, Order Management. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Attention to detail and teamwork."
Marketplace Account Executive,1+ years,"Order Management, Inventory Management, Shopify",Diploma in E-commerce or IT,Multilingual preferred,Problem-solving and customer-first mindset,"Marketplace Account Executive with 1+ years experience required. Skills needed: Order Management, Inventory Management, Shopify. Education: Diploma in E-commerce or IT. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
E-commerce Customer Service Specialist,2+ years,"Return Handling, Zapier, CRM Tools","Bachelor's degree in Business, Marketing or related",Good written English,Attention to detail and teamwork,"E-commerce Customer Service Specialist with 2+ years experience required. Skills needed: Return Handling, Zapier, CRM Tools. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Attention to detail and teamwork."
Inventory Analyst,2+ years,"Order Management, Google Ads, CRM Tools, Customer Service, Inventory Management",Diploma in E-commerce or IT,Good written English,Problem-solving and customer-first mindset,"Inventory Analyst with 2+ years experience required. Skills needed: Order Management, Google Ads, CRM Tools, Customer Service, Inventory Management. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Email Campaign Assistant,2+ years,"Social Media Marketing, Amazon Seller Central, CRM Tools, Order Management","Bachelor's degree in Business, Marketing or related",Good written English,Attention to detail and teamwork,"Email Campaign Assistant with 2+ years experience required. Skills needed: Social Media Marketing, Amazon Seller Central, CRM Tools, Order Management. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Attention to detail and teamwork."
Content Writer (E-commerce),2+ years,"SEO, Social Media Marketing, Inventory Management, Customer Service, CRM Tools",Diploma in E-commerce or IT,Fluent English,Attention to detail and teamwork,"Content Writer (E-commerce) with 2+ years experience required. Skills needed: SEO, Social Media Marketing, Inventory Management, Customer Service, CRM Tools. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Content Writer (E-commerce),3+ years,"Google Ads, Order Management, Shopify, Excel",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Content Writer (E-commerce) with 3+ years experience required. Skills needed: Google Ads, Order Management, Shopify, Excel. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
E-commerce Customer Service Specialist,2+ years,"Shopify, Amazon Seller Central, Inventory Management, Zapier, Copywriting","Bachelor's degree in Business, Marketing or related",Good written English,Problem-solving and customer-first mindset,"E-commerce Customer Service Specialist with 2+ years experience required. Skills needed: Shopify, Amazon Seller Central, Inventory Management, Zapier, Copywriting. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Digital Marketing Assistant,2+ years,"Amazon Seller Central, Product Description Writing, Order Management, Copywriting","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Strong communication and time management skills,"Digital Marketing Assistant with 2+ years experience required. Skills needed: Amazon Seller Central, Product Description Writing, Order Management, Copywriting. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Digital Marketing Assistant,3+ years,"Inventory Management, CRM Tools, SEO",High School diploma,Fluent English,Problem-solving and customer-first mindset,"Digital Marketing Assistant with 3+ years experience required. Skills needed: Inventory Management, CRM Tools, SEO. Education: High School diploma. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Marketplace Account Executive,2+ years,"Return Handling, Order Management, Customer Service",High School diploma,Fluent English,Problem-solving and customer-first mindset,"Marketplace Account Executive with 2+ years experience required. Skills needed: Return Handling, Order Management, Customer Service. Education: High School diploma. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Inventory Analyst,3+ years,"Customer Service, Order Management, Social Media Marketing",High School diploma,Multilingual preferred,Strong communication and time management skills,"Inventory Analyst with 3+ years experience required. Skills needed: Customer Service, Order Management, Social Media Marketing. Education: High School diploma. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Digital Marketing Assistant,2+ years,"Amazon Seller Central, Copywriting, Customer Service, Zapier, CRM Tools",Diploma in E-commerce or IT,Multilingual preferred,Strong communication and time management skills,"Digital Marketing Assistant with 2+ years experience required. Skills needed: Amazon Seller Central, Copywriting, Customer Service, Zapier, CRM Tools. Education: Diploma in E-commerce or IT. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),2+ years,"Social Media Marketing, Inventory Management, Zapier, SEO, Copywriting",High School diploma,Multilingual preferred,Strong communication and time management skills,"Content Writer (E-commerce) with 2+ years experience required. Skills needed: Social Media Marketing, Inventory Management, Zapier, SEO, Copywriting. Education: High School diploma. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
